Chromosome	RefSeq	GenBank	Ensembl	Length
chrUn2597	NW_003161920.1	AAGW02083361	AAGW02083361	6867
chrUn2598	NW_003161921.1	AAGW02083362	AAGW02083362	6866
chrUn2599	NW_003161922.1	AAGW02083363	AAGW02083363	6866
chrUn2600	NW_003161923.1	AAGW02083364	AAGW02083364	6864
chrUn2601	NW_003161924.1	AAGW02083365	AAGW02083365	6861
chrUn2602	NW_003161925.1	AAGW02083366	AAGW02083366	6857
chrUn2603	NW_003161926.1	AAGW02083367	AAGW02083367	6856
chrUn2604	NW_003161927.1	AAGW02083368	AAGW02083368	6856
chrUn2605	NW_003161928.1	AAGW02083369	AAGW02083369	6854
chrUn2606	NW_003161929.1	AAGW02083370	AAGW02083370	6852
chrUn2607	NW_003161930.1	AAGW02083371	AAGW02083371	6852
chrUn2608	NW_003161931.1	AAGW02083372	AAGW02083372	6849
chrUn2609	NW_003161932.1	AAGW02083373	AAGW02083373	6847
chrUn2610	NW_003161933.1	AAGW02083374	AAGW02083374	6847
chrUn2611	NW_003161934.1	AAGW02083375	AAGW02083375	6845
chrUn2612	NW_003161935.1	AAGW02083376	AAGW02083376	6838
chrUn2613	NW_003161936.1	AAGW02083377	AAGW02083377	6827
chrUn2614	NW_003161937.1	AAGW02083378	AAGW02083378	6824
chrUn2615	NW_003161938.1	AAGW02083379	AAGW02083379	6822
chrUn2616	NW_003161939.1	AAGW02083380	AAGW02083380	6822
chrUn2617	NW_003161940.1	AAGW02083381	AAGW02083381	6818
chrUn2618	NW_003161941.1	AAGW02083382	AAGW02083382	6815
chrUn2619	NW_003161942.1	GL019987	GL019987	6915
chrUn2620	NW_003161943.1	AAGW02083385	AAGW02083385	6812
chrUn2621	NW_003161944.1	AAGW02083386	AAGW02083386	6806
chrUn2622	NW_003161945.1	AAGW02083387	AAGW02083387	6801
chrUn2623	NW_003161946.1	AAGW02083388	AAGW02083388	6799
chrUn2624	NW_003161947.1	AAGW02083389	AAGW02083389	6796
chrUn2625	NW_003161948.1	AAGW02083390	AAGW02083390	6796
chrUn2626	NW_003161949.1	AAGW02083391	AAGW02083391	6794
chrUn2627	NW_003161950.1	AAGW02083392	AAGW02083392	6794
chrUn2628	NW_003161951.1	AAGW02083393	AAGW02083393	6794
chrUn2629	NW_003161952.1	AAGW02083394	AAGW02083394	6788
chrUn2630	NW_003161953.1	GL019988	GL019988	8081
chrUn2631	NW_003161954.1	AAGW02083397	AAGW02083397	6787
chrUn2632	NW_003161955.1	AAGW02083398	AAGW02083398	6786
chrUn2633	NW_003161956.1	AAGW02083399	AAGW02083399	6786
chrUn2634	NW_003161957.1	AAGW02083400	AAGW02083400	6782
chrUn2635	NW_003161958.1	AAGW02083401	AAGW02083401	6782
chrUn2636	NW_003161959.1	AAGW02083402	AAGW02083402	6779
chrUn2637	NW_003161960.1	AAGW02083403	AAGW02083403	6778
chrUn2638	NW_003161961.1	AAGW02083404	AAGW02083404	6776
chrUn2639	NW_003161962.1	AAGW02083405	AAGW02083405	6776
chrUn2640	NW_003161963.1	AAGW02083406	AAGW02083406	6770
chrUn2641	NW_003161964.1	AAGW02083407	AAGW02083407	6768
chrUn2642	NW_003161965.1	AAGW02083408	AAGW02083408	6766
chrUn2643	NW_003161966.1	AAGW02083409	AAGW02083409	6766
chrUn2644	NW_003161967.1	AAGW02083410	AAGW02083410	6766
chrUn2645	NW_003161968.1	AAGW02083411	AAGW02083411	6762
chrUn2646	NW_003161969.1	AAGW02083412	AAGW02083412	6761
chrUn2647	NW_003161970.1	AAGW02083413	AAGW02083413	6757
chrUn2648	NW_003161971.1	GL019989	GL019989	6856
chrUn2649	NW_003161972.1	AAGW02083416	AAGW02083416	6755
chrUn2650	NW_003161973.1	AAGW02083417	AAGW02083417	6753
chrUn2651	NW_003161974.1	AAGW02083418	AAGW02083418	6751
chrUn2652	NW_003161975.1	AAGW02083419	AAGW02083419	6750
chrUn2653	NW_003161976.1	AAGW02083420	AAGW02083420	6729
chrUn2654	NW_003161977.1	AAGW02083421	AAGW02083421	6718
chrUn2655	NW_003161978.1	AAGW02083422	AAGW02083422	6716
chrUn2656	NW_003161979.1	AAGW02083423	AAGW02083423	6714
chrUn2657	NW_003161980.1	AAGW02083424	AAGW02083424	6702
chrUn2658	NW_003161981.1	AAGW02083425	AAGW02083425	6701
chrUn2659	NW_003161982.1	AAGW02083426	AAGW02083426	6695
chrUn2660	NW_003161983.1	AAGW02083427	AAGW02083427	6694
chrUn2661	NW_003161984.1	AAGW02083428	AAGW02083428	6694
chrUn2662	NW_003161985.1	AAGW02083429	AAGW02083429	6692
chrUn2663	NW_003161986.1	AAGW02083430	AAGW02083430	6691
chrUn2664	NW_003161987.1	AAGW02083431	AAGW02083431	6691
chrUn2665	NW_003161988.1	AAGW02083432	AAGW02083432	6687
chrUn2666	NW_003161989.1	AAGW02083433	AAGW02083433	6678
chrUn2667	NW_003161990.1	AAGW02083434	AAGW02083434	6678
chrUn2668	NW_003161991.1	AAGW02083435	AAGW02083435	6667
chrUn2669	NW_003161992.1	GL019990	GL019990	7575
chrUn2670	NW_003161993.1	AAGW02083438	AAGW02083438	6663
chrUn2671	NW_003161994.1	AAGW02083439	AAGW02083439	6655
chrUn2672	NW_003161995.1	AAGW02083440	AAGW02083440	6652
chrUn2673	NW_003161996.1	AAGW02083441	AAGW02083441	6646
chrUn2674	NW_003161997.1	AAGW02083442	AAGW02083442	6638
chrUn2675	NW_003161998.1	AAGW02083443	AAGW02083443	6634
chrUn2676	NW_003161999.1	AAGW02083444	AAGW02083444	6633
chrUn2677	NW_003162000.1	AAGW02083445	AAGW02083445	6626
chrUn2678	NW_003162001.1	AAGW02083446	AAGW02083446	6624
chrUn2679	NW_003162002.1	AAGW02083447	AAGW02083447	6623
chrUn2680	NW_003162003.1	AAGW02083448	AAGW02083448	6622
chrUn2681	NW_003162004.1	AAGW02083449	AAGW02083449	6618
chrUn2682	NW_003162005.1	AAGW02083450	AAGW02083450	6612
chrUn2683	NW_003162006.1	AAGW02083451	AAGW02083451	6612
chrUn2684	NW_003162007.1	AAGW02083452	AAGW02083452	6611
chrUn2685	NW_003162008.1	AAGW02083453	AAGW02083453	6606
chrUn2686	NW_003162009.1	AAGW02083454	AAGW02083454	6604
chrUn2687	NW_003162010.1	AAGW02083455	AAGW02083455	6599
chrUn2688	NW_003162011.1	AAGW02083456	AAGW02083456	6594
chrUn2689	NW_003162012.1	AAGW02083457	AAGW02083457	6594
chrUn2690	NW_003162013.1	AAGW02083458	AAGW02083458	6591
chrUn2691	NW_003162014.1	AAGW02083459	AAGW02083459	6587
chrUn2692	NW_003162015.1	AAGW02083460	AAGW02083460	6584
chrUn2693	NW_003162016.1	AAGW02083461	AAGW02083461	6584
chrUn2694	NW_003162017.1	AAGW02083462	AAGW02083462	6571
chrUn2695	NW_003162018.1	AAGW02083463	AAGW02083463	6571
chrUn2696	NW_003162019.1	AAGW02083464	AAGW02083464	6563
chrUn2697	NW_003162020.1	AAGW02083465	AAGW02083465	6563
chrUn2698	NW_003162021.1	AAGW02083466	AAGW02083466	6563
chrUn2699	NW_003162022.1	AAGW02083467	AAGW02083467	6560
chrUn2700	NW_003162023.1	AAGW02083468	AAGW02083468	6554
chrUn2701	NW_003162024.1	AAGW02083469	AAGW02083469	6552
chrUn2702	NW_003162025.1	AAGW02083470	AAGW02083470	6550
chrUn2703	NW_003162026.1	AAGW02083471	AAGW02083471	6548
chrUn2704	NW_003162027.1	AAGW02083472	AAGW02083472	6536
chrUn2705	NW_003162028.1	AAGW02083473	AAGW02083473	6535
chrUn2706	NW_003162029.1	AAGW02083474	AAGW02083474	6534
chrUn2707	NW_003162030.1	AAGW02083475	AAGW02083475	6531
chrUn2708	NW_003162031.1	AAGW02083476	AAGW02083476	6531
chrUn2709	NW_003162032.1	AAGW02083477	AAGW02083477	6527
chrUn2710	NW_003162033.1	AAGW02083478	AAGW02083478	6526
chrUn2711	NW_003162034.1	AAGW02083479	AAGW02083479	6524
chrUn2712	NW_003162035.1	AAGW02083480	AAGW02083480	6518
chrUn2713	NW_003162036.1	AAGW02083481	AAGW02083481	6518
chrUn2714	NW_003162037.1	AAGW02083482	AAGW02083482	6512
chrUn2715	NW_003162038.1	AAGW02083483	AAGW02083483	6511
chrUn2716	NW_003162039.1	AAGW02083484	AAGW02083484	6509
chrUn2717	NW_003162040.1	AAGW02083485	AAGW02083485	6509
chrUn2718	NW_003162041.1	AAGW02083486	AAGW02083486	6509
chrUn2719	NW_003162042.1	AAGW02083487	AAGW02083487	6506
chrUn2720	NW_003162043.1	AAGW02083488	AAGW02083488	6498
chrUn2721	NW_003162044.1	AAGW02083489	AAGW02083489	6497
chrUn2722	NW_003162045.1	AAGW02083490	AAGW02083490	6492
chrUn2723	NW_003162046.1	AAGW02083491	AAGW02083491	6486
chrUn2724	NW_003162047.1	AAGW02083492	AAGW02083492	6481
chrUn2725	NW_003162048.1	AAGW02083493	AAGW02083493	6480
chrUn2726	NW_003162049.1	AAGW02083494	AAGW02083494	6477
chrUn2727	NW_003162050.1	AAGW02083495	AAGW02083495	6477
chrUn2728	NW_003162051.1	AAGW02083496	AAGW02083496	6471
chrUn2729	NW_003162052.1	AAGW02083497	AAGW02083497	6467
chrUn2730	NW_003162053.1	AAGW02083498	AAGW02083498	6463
chrUn2731	NW_003162054.1	AAGW02083499	AAGW02083499	6462
chrUn2732	NW_003162055.1	AAGW02083500	AAGW02083500	6458
chrUn2733	NW_003162056.1	AAGW02083501	AAGW02083501	6450
chrUn2734	NW_003162057.1	AAGW02083502	AAGW02083502	6449
chrUn2735	NW_003162058.1	AAGW02083503	AAGW02083503	6439
chrUn2736	NW_003162059.1	AAGW02083504	AAGW02083504	6428
chrUn2737	NW_003162060.1	AAGW02083505	AAGW02083505	6414
chrUn2738	NW_003162061.1	AAGW02083506	AAGW02083506	6411
chrUn2739	NW_003162062.1	AAGW02083507	AAGW02083507	6411
chrUn2740	NW_003162063.1	AAGW02083508	AAGW02083508	6411
chrUn2741	NW_003162064.1	AAGW02083509	AAGW02083509	6406
chrUn2742	NW_003162065.1	AAGW02083510	AAGW02083510	6403
chrUn2743	NW_003162066.1	AAGW02083511	AAGW02083511	6401
chrUn2744	NW_003162067.1	AAGW02083512	AAGW02083512	6400
chrUn2745	NW_003162068.1	AAGW02083513	AAGW02083513	6396
chrUn2746	NW_003162069.1	AAGW02083514	AAGW02083514	6395
chrUn2747	NW_003162070.1	AAGW02083515	AAGW02083515	6392
chrUn2748	NW_003162071.1	AAGW02083516	AAGW02083516	6387
chrUn2749	NW_003162072.1	AAGW02083517	AAGW02083517	6387
chrUn2750	NW_003162073.1	AAGW02083518	AAGW02083518	6386
chrUn2751	NW_003162074.1	AAGW02083519	AAGW02083519	6380
chrUn2752	NW_003162075.1	AAGW02083520	AAGW02083520	6380
chrUn2753	NW_003162076.1	AAGW02083521	AAGW02083521	6371
chrUn2754	NW_003162077.1	AAGW02083522	AAGW02083522	6370
chrUn2755	NW_003162078.1	AAGW02083523	AAGW02083523	6367
chrUn2756	NW_003162079.1	AAGW02083524	AAGW02083524	6356
chrUn2757	NW_003162080.1	AAGW02083525	AAGW02083525	6354
chrUn2758	NW_003162081.1	AAGW02083526	AAGW02083526	6352
chrUn2759	NW_003162082.1	AAGW02083527	AAGW02083527	6349
chrUn2760	NW_003162083.1	AAGW02083528	AAGW02083528	6347
chrUn2761	NW_003162084.1	AAGW02083529	AAGW02083529	6343
chrUn2762	NW_003162085.1	AAGW02083530	AAGW02083530	6342
chrUn2763	NW_003162086.1	AAGW02083531	AAGW02083531	6330
chrUn2764	NW_003162087.1	AAGW02083532	AAGW02083532	6328
chrUn2765	NW_003162088.1	AAGW02083533	AAGW02083533	6326
chrUn2766	NW_003162089.1	AAGW02083534	AAGW02083534	6323
chrUn2767	NW_003162090.1	GL019991	GL019991	6793
chrUn2768	NW_003162091.1	AAGW02083537	AAGW02083537	6310
chrUn2769	NW_003162092.1	AAGW02083538	AAGW02083538	6304
chrUn2770	NW_003162093.1	AAGW02083539	AAGW02083539	6301
chrUn2771	NW_003162094.1	AAGW02083540	AAGW02083540	6295
chrUn2772	NW_003162095.1	AAGW02083541	AAGW02083541	6295
chrUn2773	NW_003162096.1	AAGW02083542	AAGW02083542	6291
chrUn2774	NW_003162097.1	AAGW02083543	AAGW02083543	6286
chrUn2775	NW_003162098.1	AAGW02083544	AAGW02083544	6285
chrUn2776	NW_003162099.1	AAGW02083545	AAGW02083545	6284
chrUn2777	NW_003162100.1	AAGW02083546	AAGW02083546	6284
chrUn2778	NW_003162101.1	AAGW02083547	AAGW02083547	6283
chrUn2779	NW_003162102.1	AAGW02083548	AAGW02083548	6282
chrUn2780	NW_003162103.1	AAGW02083549	AAGW02083549	6277
chrUn2781	NW_003162104.1	AAGW02083550	AAGW02083550	6272
chrUn2782	NW_003162105.1	AAGW02083551	AAGW02083551	6271
chrUn2783	NW_003162106.1	AAGW02083552	AAGW02083552	6267
chrUn2784	NW_003162107.1	AAGW02083553	AAGW02083553	6266
chrUn2785	NW_003162108.1	AAGW02083554	AAGW02083554	6266
chrUn2786	NW_003162109.1	AAGW02083555	AAGW02083555	6265
chrUn2787	NW_003162110.1	AAGW02083556	AAGW02083556	6264
chrUn2788	NW_003162111.1	AAGW02083557	AAGW02083557	6263
chrUn2789	NW_003162112.1	GL019992	GL019992	6363
chrUn2790	NW_003162113.1	AAGW02083560	AAGW02083560	6262
chrUn2791	NW_003162114.1	AAGW02083561	AAGW02083561	6258
chrUn2792	NW_003162115.1	AAGW02083562	AAGW02083562	6249
chrUn2793	NW_003162116.1	AAGW02083563	AAGW02083563	6247
chrUn2794	NW_003162117.1	AAGW02083564	AAGW02083564	6245
chrUn2795	NW_003162118.1	AAGW02083565	AAGW02083565	6244
chrUn2796	NW_003162119.1	AAGW02083566	AAGW02083566	6236
chrUn2797	NW_003162120.1	AAGW02083567	AAGW02083567	6230
chrUn2798	NW_003162121.1	AAGW02083568	AAGW02083568	6229
chrUn2799	NW_003162122.1	AAGW02083569	AAGW02083569	6226
chrUn2800	NW_003162123.1	AAGW02083570	AAGW02083570	6224
chrUn2801	NW_003162124.1	AAGW02083571	AAGW02083571	6211
chrUn2802	NW_003162125.1	AAGW02083572	AAGW02083572	6211
chrUn2803	NW_003162126.1	AAGW02083573	AAGW02083573	6207
chrUn2804	NW_003162127.1	AAGW02083574	AAGW02083574	6207
chrUn2805	NW_003162128.1	AAGW02083575	AAGW02083575	6207
chrUn2806	NW_003162129.1	AAGW02083576	AAGW02083576	6204
chrUn2807	NW_003162130.1	AAGW02083577	AAGW02083577	6204
chrUn2808	NW_003162131.1	AAGW02083578	AAGW02083578	6202
chrUn2809	NW_003162132.1	AAGW02083579	AAGW02083579	6201
chrUn2810	NW_003162133.1	AAGW02083580	AAGW02083580	6198
chrUn2811	NW_003162134.1	AAGW02083581	AAGW02083581	6196
chrUn2812	NW_003162135.1	AAGW02083582	AAGW02083582	6192
chrUn2813	NW_003162136.1	AAGW02083583	AAGW02083583	6191
chrUn2814	NW_003162137.1	AAGW02083584	AAGW02083584	6191
chrUn2815	NW_003162138.1	AAGW02083585	AAGW02083585	6189
chrUn2816	NW_003162139.1	AAGW02083586	AAGW02083586	6187
chrUn2817	NW_003162140.1	AAGW02083587	AAGW02083587	6184
chrUn2818	NW_003162141.1	AAGW02083588	AAGW02083588	6180
chrUn2819	NW_003162142.1	AAGW02083589	AAGW02083589	6180
chrUn2820	NW_003162143.1	AAGW02083590	AAGW02083590	6179
chrUn2821	NW_003162144.1	AAGW02083591	AAGW02083591	6176
chrUn2822	NW_003162145.1	AAGW02083592	AAGW02083592	6176
chrUn2823	NW_003162146.1	GL019993	GL019993	6497
chrUn2824	NW_003162147.1	AAGW02083595	AAGW02083595	6169
chrUn2825	NW_003162148.1	AAGW02083596	AAGW02083596	6165
chrUn2826	NW_003162149.1	AAGW02083597	AAGW02083597	6163
chrUn2827	NW_003162150.1	AAGW02083598	AAGW02083598	6163
chrUn2828	NW_003162151.1	AAGW02083599	AAGW02083599	6162
chrUn2829	NW_003162152.1	AAGW02083600	AAGW02083600	6154
chrUn2830	NW_003162153.1	AAGW02083601	AAGW02083601	6147
chrUn2831	NW_003162154.1	AAGW02083602	AAGW02083602	6132
chrUn2832	NW_003162155.1	AAGW02083603	AAGW02083603	6131
chrUn2833	NW_003162156.1	AAGW02083604	AAGW02083604	6130
chrUn2834	NW_003162157.1	AAGW02083605	AAGW02083605	6130
chrUn2835	NW_003162158.1	AAGW02083606	AAGW02083606	6129
chrUn2836	NW_003162159.1	AAGW02083607	AAGW02083607	6128
chrUn2837	NW_003162160.1	AAGW02083608	AAGW02083608	6127
chrUn2838	NW_003162161.1	AAGW02083609	AAGW02083609	6124
chrUn2839	NW_003162162.1	AAGW02083610	AAGW02083610	6120
chrUn2840	NW_003162163.1	AAGW02083611	AAGW02083611	6117
chrUn2841	NW_003162164.1	AAGW02083612	AAGW02083612	6114
chrUn2842	NW_003162165.1	AAGW02083613	AAGW02083613	6101
chrUn2843	NW_003162166.1	AAGW02083614	AAGW02083614	6096
chrUn2844	NW_003162167.1	AAGW02083615	AAGW02083615	6093
chrUn2845	NW_003162168.1	AAGW02083616	AAGW02083616	6090
chrUn2846	NW_003162169.1	GL019994	GL019994	6186
chrUn2847	NW_003162170.1	AAGW02083619	AAGW02083619	6083
chrUn2848	NW_003162171.1	AAGW02083620	AAGW02083620	6079
chrUn2849	NW_003162172.1	AAGW02083621	AAGW02083621	6078
chrUn2850	NW_003162173.1	GL019995	GL019995	7883
chrUn2851	NW_003162174.1	AAGW02083624	AAGW02083624	6074
chrUn2852	NW_003162175.1	AAGW02083625	AAGW02083625	6070
chrUn2853	NW_003162176.1	AAGW02083626	AAGW02083626	6065
chrUn2854	NW_003162177.1	AAGW02083627	AAGW02083627	6057
chrUn2855	NW_003162178.1	AAGW02083628	AAGW02083628	6051
chrUn2856	NW_003162179.1	GL019996	GL019996	6144
chrUn2857	NW_003162180.1	AAGW02083631	AAGW02083631	6043
chrUn2858	NW_003162181.1	AAGW02083632	AAGW02083632	6042
chrUn2859	NW_003162182.1	AAGW02083633	AAGW02083633	6042
chrUn2860	NW_003162183.1	AAGW02083634	AAGW02083634	6036
chrUn2861	NW_003162184.1	AAGW02083635	AAGW02083635	6032
chrUn2862	NW_003162185.1	AAGW02083636	AAGW02083636	6023
chrUn2863	NW_003162186.1	AAGW02083637	AAGW02083637	6018
chrUn2864	NW_003162187.1	AAGW02083638	AAGW02083638	6017
chrUn2865	NW_003162188.1	AAGW02083639	AAGW02083639	6016
chrUn2866	NW_003162189.1	AAGW02083640	AAGW02083640	6013
chrUn2867	NW_003162190.1	GL019997	GL019997	6111
chrUn2868	NW_003162191.1	AAGW02083643	AAGW02083643	6008
chrUn2869	NW_003162192.1	AAGW02083644	AAGW02083644	6006
chrUn2870	NW_003162193.1	AAGW02083645	AAGW02083645	6001
chrUn2871	NW_003162194.1	AAGW02083646	AAGW02083646	5990
chrUn2872	NW_003162195.1	AAGW02083647	AAGW02083647	5979
chrUn2873	NW_003162196.1	AAGW02083648	AAGW02083648	5975
chrUn2874	NW_003162197.1	AAGW02083649	AAGW02083649	5967
chrUn2875	NW_003162198.1	AAGW02083650	AAGW02083650	5964
chrUn2876	NW_003162199.1	AAGW02083651	AAGW02083651	5962
chrUn2877	NW_003162200.1	AAGW02083652	AAGW02083652	5958
chrUn2878	NW_003162201.1	AAGW02083653	AAGW02083653	5954
chrUn2879	NW_003162202.1	AAGW02083654	AAGW02083654	5948
chrUn2880	NW_003162203.1	AAGW02083655	AAGW02083655	5946
chrUn2881	NW_003162204.1	AAGW02083656	AAGW02083656	5945
chrUn2882	NW_003162205.1	GL019998	GL019998	6373
chrUn2883	NW_003162206.1	GL019999	GL019999	10898
chrUn2884	NW_003162207.1	AAGW02083662	AAGW02083662	5939
chrUn2885	NW_003162208.1	AAGW02083663	AAGW02083663	5939
chrUn2886	NW_003162209.1	AAGW02083664	AAGW02083664	5938
chrUn2887	NW_003162210.1	AAGW02083665	AAGW02083665	5932
chrUn2888	NW_003162211.1	AAGW02083666	AAGW02083666	5931
chrUn2889	NW_003162212.1	AAGW02083667	AAGW02083667	5929
chrUn2890	NW_003162213.1	AAGW02083668	AAGW02083668	5928
chrUn2891	NW_003162214.1	AAGW02083669	AAGW02083669	5926
chrUn2892	NW_003162215.1	AAGW02083670	AAGW02083670	5924
chrUn2893	NW_003162216.1	AAGW02083671	AAGW02083671	5923
chrUn2894	NW_003162217.1	AAGW02083672	AAGW02083672	5918
chrUn2895	NW_003162218.1	AAGW02083673	AAGW02083673	5916
chrUn2896	NW_003162219.1	AAGW02083674	AAGW02083674	5912
chrUn2897	NW_003162220.1	AAGW02083675	AAGW02083675	5909
chrUn2898	NW_003162221.1	AAGW02083676	AAGW02083676	5900
chrUn2899	NW_003162222.1	AAGW02083677	AAGW02083677	5893
chrUn2900	NW_003162223.1	GL020000	GL020000	6597
chrUn2901	NW_003162224.1	AAGW02083680	AAGW02083680	5882
chrUn2902	NW_003162225.1	AAGW02083681	AAGW02083681	5880
chrUn2903	NW_003162226.1	AAGW02083682	AAGW02083682	5879
chrUn2904	NW_003162227.1	AAGW02083683	AAGW02083683	5879
chrUn2905	NW_003162228.1	AAGW02083684	AAGW02083684	5870
chrUn2906	NW_003162229.1	AAGW02083685	AAGW02083685	5869
chrUn2907	NW_003162230.1	AAGW02083686	AAGW02083686	5857
chrUn2908	NW_003162231.1	AAGW02083687	AAGW02083687	5854
chrUn2909	NW_003162232.1	AAGW02083688	AAGW02083688	5844
chrUn2910	NW_003162233.1	AAGW02083689	AAGW02083689	5844
chrUn2911	NW_003162234.1	AAGW02083690	AAGW02083690	5843
chrUn2912	NW_003162235.1	AAGW02083691	AAGW02083691	5840
chrUn2913	NW_003162236.1	AAGW02083692	AAGW02083692	5839
chrUn2914	NW_003162237.1	AAGW02083693	AAGW02083693	5837
chrUn2915	NW_003162238.1	AAGW02083694	AAGW02083694	5835
chrUn2916	NW_003162239.1	AAGW02083695	AAGW02083695	5834
chrUn2917	NW_003162240.1	AAGW02083696	AAGW02083696	5834
chrUn2918	NW_003162241.1	AAGW02083697	AAGW02083697	5831
chrUn2919	NW_003162242.1	AAGW02083698	AAGW02083698	5826
chrUn2920	NW_003162243.1	AAGW02083699	AAGW02083699	5823
chrUn2921	NW_003162244.1	AAGW02083700	AAGW02083700	5818
chrUn2922	NW_003162245.1	GL020001	GL020001	5918
chrUn2923	NW_003162246.1	AAGW02083703	AAGW02083703	5810
chrUn2924	NW_003162247.1	AAGW02083704	AAGW02083704	5809
chrUn2925	NW_003162248.1	AAGW02083705	AAGW02083705	5809
chrUn2926	NW_003162249.1	AAGW02083706	AAGW02083706	5808
chrUn2927	NW_003162250.1	AAGW02083707	AAGW02083707	5804
chrUn2928	NW_003162251.1	AAGW02083708	AAGW02083708	5802
chrUn2929	NW_003162252.1	AAGW02083709	AAGW02083709	5802
chrUn2930	NW_003162253.1	AAGW02083710	AAGW02083710	5799
chrUn2931	NW_003162254.1	AAGW02083711	AAGW02083711	5788
chrUn2932	NW_003162255.1	AAGW02083712	AAGW02083712	5786
chrUn2933	NW_003162256.1	AAGW02083713	AAGW02083713	5785
chrUn2934	NW_003162257.1	AAGW02083714	AAGW02083714	5785
chrUn2935	NW_003162258.1	AAGW02083715	AAGW02083715	5781
chrUn2936	NW_003162259.1	AAGW02083716	AAGW02083716	5775
chrUn2937	NW_003162260.1	AAGW02083717	AAGW02083717	5773
chrUn2938	NW_003162261.1	AAGW02083718	AAGW02083718	5765
chrUn2939	NW_003162262.1	AAGW02083719	AAGW02083719	5765
chrUn2940	NW_003162263.1	AAGW02083720	AAGW02083720	5765
chrUn2941	NW_003162264.1	AAGW02083721	AAGW02083721	5763
chrUn2942	NW_003162265.1	AAGW02083722	AAGW02083722	5761
chrUn2943	NW_003162266.1	AAGW02083723	AAGW02083723	5755
chrUn2944	NW_003162267.1	AAGW02083724	AAGW02083724	5750
chrUn2945	NW_003162268.1	AAGW02083725	AAGW02083725	5749
chrUn2946	NW_003162269.1	AAGW02083726	AAGW02083726	5744
chrUn2947	NW_003162270.1	AAGW02083727	AAGW02083727	5740
chrUn2948	NW_003162271.1	AAGW02083728	AAGW02083728	5738
chrUn2949	NW_003162272.1	AAGW02083729	AAGW02083729	5728
chrUn2950	NW_003162273.1	AAGW02083730	AAGW02083730	5728
chrUn2951	NW_003162274.1	AAGW02083731	AAGW02083731	5723
chrUn2952	NW_003162275.1	AAGW02083732	AAGW02083732	5718
chrUn2953	NW_003162276.1	AAGW02083733	AAGW02083733	5716
chrUn2954	NW_003162277.1	AAGW02083734	AAGW02083734	5715
chrUn2955	NW_003162278.1	AAGW02083735	AAGW02083735	5711
chrUn2956	NW_003162279.1	AAGW02083736	AAGW02083736	5709
chrUn2957	NW_003162280.1	AAGW02083737	AAGW02083737	5709
chrUn2958	NW_003162281.1	AAGW02083738	AAGW02083738	5707
chrUn2959	NW_003162282.1	GL020002	GL020002	6328
chrUn2960	NW_003162283.1	AAGW02083741	AAGW02083741	5697
chrUn2961	NW_003162284.1	AAGW02083742	AAGW02083742	5693
chrUn2962	NW_003162285.1	AAGW02083743	AAGW02083743	5691
chrUn2963	NW_003162286.1	AAGW02083744	AAGW02083744	5690
chrUn2964	NW_003162287.1	AAGW02083745	AAGW02083745	5689
chrUn2965	NW_003162288.1	AAGW02083746	AAGW02083746	5684
chrUn2966	NW_003162289.1	AAGW02083747	AAGW02083747	5683
chrUn2967	NW_003162290.1	AAGW02083748	AAGW02083748	5679
chrUn2968	NW_003162291.1	AAGW02083749	AAGW02083749	5675
chrUn2969	NW_003162292.1	AAGW02083750	AAGW02083750	5665
chrUn2970	NW_003162293.1	AAGW02083751	AAGW02083751	5664
chrUn2971	NW_003162294.1	AAGW02083752	AAGW02083752	5662
chrUn2972	NW_003162295.1	AAGW02083753	AAGW02083753	5662
chrUn2973	NW_003162296.1	GL020003	GL020003	5754
chrUn2974	NW_003162297.1	AAGW02083756	AAGW02083756	5649
chrUn2975	NW_003162298.1	AAGW02083757	AAGW02083757	5648
chrUn2976	NW_003162299.1	AAGW02083758	AAGW02083758	5648
chrUn2977	NW_003162300.1	AAGW02083759	AAGW02083759	5641
chrUn2978	NW_003162301.1	AAGW02083760	AAGW02083760	5640
chrUn2979	NW_003162302.1	AAGW02083761	AAGW02083761	5635
chrUn2980	NW_003162303.1	AAGW02083762	AAGW02083762	5631
chrUn2981	NW_003162304.1	AAGW02083763	AAGW02083763	5630
chrUn2982	NW_003162305.1	AAGW02083764	AAGW02083764	5621
chrUn2983	NW_003162306.1	AAGW02083765	AAGW02083765	5617
chrUn2984	NW_003162307.1	AAGW02083766	AAGW02083766	5614
chrUn2985	NW_003162308.1	AAGW02083767	AAGW02083767	5609
chrUn2986	NW_003162309.1	AAGW02083768	AAGW02083768	5604
chrUn2987	NW_003162310.1	AAGW02083769	AAGW02083769	5603
chrUn2988	NW_003162311.1	AAGW02083770	AAGW02083770	5598
chrUn2989	NW_003162312.1	AAGW02083771	AAGW02083771	5594
chrUn2990	NW_003162313.1	AAGW02083772	AAGW02083772	5588
chrUn2991	NW_003162314.1	AAGW02083773	AAGW02083773	5585
chrUn2992	NW_003162315.1	AAGW02083774	AAGW02083774	5582
chrUn2993	NW_003162316.1	AAGW02083775	AAGW02083775	5580
chrUn2994	NW_003162317.1	AAGW02083776	AAGW02083776	5577
chrUn2995	NW_003162318.1	AAGW02083777	AAGW02083777	5577
chrUn2996	NW_003162319.1	AAGW02083778	AAGW02083778	5574
chrUn2997	NW_003162320.1	AAGW02083779	AAGW02083779	5561
chrUn2998	NW_003162321.1	AAGW02083780	AAGW02083780	5558
